Rk,Player,Nation,Pos,Squad,Comp,Born,MP,Starts,Min,90s,Gls,Ast,G+A,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Ast,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Cmp_P,Att_P,SCA,SCA90,GCA,Err,Tkl,TklW,Blocks,Int,Tkl+Int,Clr
2321,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,1995,22,1,358,4,1,1,2,0,1,0,1.6,1.6,0.5,2.1,9,4,23,0.25,158,5,16,71,75,65,94,11,2.77,2,0,1,0,6,1,2,4
2322,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,2002,21,15,1120,12.4,1,4,5,0,3,0,1.8,1.8,2.9,4.7,42,28,111,0.32,625,6,104,252,279,378,492,30,2.41,4,0,12,7,13,8,20,8
2323,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,1995,22,22,1810,20.1,6,7,13,3,1,0,4.5,2.2,5.4,7.6,113,46,169,0.35,816,9,78,264,497,372,592,90,4.48,10,0,13,9,10,9,22,12
2324,Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,196,270,3,0,187,256,2,0.22,0,3,0,0,0,0,0,6
2325,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,2003,16,16,1374,15.3,6,3,9,0,4,0,3.1,3.1,4.9,8.1,55,91,122,0.2,995,7,94,512,411,614,772,62,4.06,6,0,14,10,8,8,22,12
2326,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,2005,2,1,96,1.1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,123,9,61,59,3,107,115,0,0,0,0,1,0,1,0,1,2
2327,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,1997,16,4,421,4.7,1,1,2,0,2,0,0.4,0.4,0.9,1.3,6,25,20,0.21,244,4,23,112,111,134,185,19,4.06,2,0,8,6,5,1,9,7
2328,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,1999,24,18,1606,17.8,2,4,6,1,4,0,4.6,3.8,3.4,7.2,40,47,138,0.22,676,27,108,265,310,356,472,72,4.03,12,0,25,15,12,9,34,26
2329,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,2000,17,14,1277,14.2,1,2,3,0,3,0,1.4,1.4,1.4,2.8,23,72,17,0.14,1062,88,410,595,73,781,916,13,0.92,2,2,25,17,7,31,56,60
2330,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,1999,10,1,217,2.4,1,1,2,0,0,0,1.2,1.2,1,2.2,15,5,32,0.41,133,6,13,35,85,62,80,13,5.34,1,0,7,2,3,0,7,6
2331,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,1995,2,1,91,1,0,0,0,0,0,0,0,0,0,0,2,3,7,0,77,4,22,35,20,50,66,2,1.98,0,0,5,1,1,1,6,2
2332,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,34,0,0,20,34,0,0,0,0,0,0,0,0,0,0
2333,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,1995,9,5,465,5.2,0,0,0,0,0,0,0.1,0.1,0,0.1,4,30,2,0,408,50,174,212,25,319,357,8,1.55,0,1,8,8,6,8,16,20
2334,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2335,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,1995,16,8,808,9,3,1,4,1,1,0,4.3,3.5,0.6,4.1,13,11,34,0.11,283,15,39,135,110,109,166,20,2.23,1,0,11,9,10,2,13,13
2336,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,1997,23,21,1872,20.8,1,1,2,0,5,0,1,1,0.8,1.8,27,77,44,0.05,985,55,278,555,166,550,733,44,2.11,3,0,49,33,24,31,80,45
2337,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,2005,4,0,47,0.5,0,0,0,0,0,0,0.3,0.3,0,0.3,1,1,2,0,24,0,1,9,14,7,11,1,1.91,0,0,0,0,1,0,0,0
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,1996,22,22,1943,21.6,0,0,0,0,4,0,0,0,0.1,0.1,0,1,0,0,735,533,715,21,0,400,680,10,0.46,0,0,1,0,0,0,1,13
2339,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,1996,23,8,828,9.2,0,1,1,0,1,0,1.8,1.8,0.8,2.7,22,19,71,0.11,360,7,47,151,163,182,260,27,2.94,2,0,10,9,6,5,15,10
2340,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,1995,21,18,1535,17.1,0,1,1,0,5,0,0.6,0.6,1.1,1.6,8,71,20,0.06,1059,59,305,620,137,786,895,37,2.17,5,3,21,12,23,22,43,31
2341,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,2000,16,7,779,8.7,0,0,0,0,4,0,0.1,0.1,0.2,0.3,14,23,14,0,432,21,100,275,61,299,354,11,1.27,0,1,14,4,14,8,22,10
2342,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,1999,16,14,1227,13.6,1,0,1,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0,948,112,443,490,19,676,797,8,0.59,0,1,20,18,12,15,35,81
2343,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,1999,3,3,270,3,0,0,0,0,0,0,0.2,0.2,0,0.2,0,13,0,0,232,32,109,112,12,141,173,1,0.33,0,0,2,2,7,2,4,36
2344,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991,19,19,1710,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,777,594,769,8,0,573,748,3,0.16,0,1,1,0,0,0,1,6
2345,Andreas Skov Olsen,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,1999,5,1,204,2.3,0,1,1,0,0,0,0.2,0.2,1.2,1.4,10,7,12,0.44,118,3,20,42,57,78,95,13,5.74,1,0,4,3,2,1,5,6
2346,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,1996,15,11,852,9.5,2,2,4,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,564,19,111,261,200,305,463,37,3.9,5,0,15,11,8,8,23,9
2347,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,1995,5,4,382,4.2,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0,417,51,200,213,5,361,374,6,1.41,0,0,7,5,7,3,10,16
2348,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,1992,14,6,645,7.2,4,1,5,1,0,0,2.8,2,1,3,8,29,36,0.14,295,5,45,149,109,145,215,24,3.35,2,0,9,1,9,8,17,4
2349,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,4,4,0,0,0,0,1,0,0,0,1,0
2350,William Smallbone,ie IRL,MF,Southampton,eng Premier League,2000,11,5,485,5.4,0,0,0,0,1,0,0.3,0.3,0.4,0.7,4,21,17,0,303,10,54,152,100,192,254,13,2.41,0,2,12,6,5,2,14,7
2351,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,1991,17,12,1035,11.5,0,0,0,0,4,0,0.6,0.6,0.1,0.7,7,31,16,0,507,29,173,222,115,312,407,12,1.04,1,1,16,8,9,11,27,37
2352,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,1997,22,22,1927,21.4,1,0,1,0,5,0,0.9,0.9,1.2,2.1,10,65,5,0,1354,135,507,660,201,918,1155,44,2.06,1,3,32,23,28,26,58,83
2353,Justin Smith,ca CAN,MF,Espanyol,es La Liga,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0,0,4,6,7,0,95,3,33,53,12,40,61,2,0.86,1,0,9,3,5,4,13,3
2354,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,2000,24,20,1572,17.5,5,2,7,0,1,0,4,4,1.1,5.1,49,103,96,0.11,933,17,123,434,385,700,781,61,3.49,11,0,26,14,15,8,34,10
2355,Ivan Smolčić,hr CRO,DF,Como,it Serie A,2000,4,4,325,3.6,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,17,5,0,265,13,98,133,36,167,211,4,1.11,0,0,9,4,5,8,17,18
2356,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,1995,7,0,75,0.8,0,0,0,0,2,0,0,0,0,0,0,2,2,0,43,9,30,11,2,18,27,0,0,0,0,0,0,2,2,2,11
2357,Simon Sohm,ch SUI,MF,Parma,it Serie A,2001,27,26,2228,24.8,4,0,4,0,3,0,2.6,2.6,1.7,4.4,56,111,43,0,1141,33,197,700,260,830,972,61,2.46,0,0,22,14,6,18,40,30
2358,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,1999,19,13,1029,11.4,0,1,1,0,4,0,1,1,0.7,1.6,24,23,61,0.09,446,8,63,166,225,155,242,26,2.28,2,1,21,14,8,7,28,11
2359,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,1997,18,18,1598,17.8,7,3,10,0,0,0,8.5,8.5,2.6,11,27,37,71,0.17,502,25,49,229,230,200,283,33,1.86,7,0,15,9,13,0,15,18
2360,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,1998,14,6,591,6.6,0,0,0,0,1,0,0.8,0.8,0.4,1.2,13,15,25,0,187,7,26,97,69,92,138,9,1.37,1,0,5,3,0,2,7,8
2361,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,1997,22,12,1064,11.8,1,1,2,0,5,0,1.2,1.2,1.1,2.3,11,44,21,0.08,579,15,134,299,151,416,494,41,3.47,2,2,11,10,14,5,16,12
2362,Oumar Solet,fr FRA,DF,Udinese,it Serie A,2000,8,8,682,7.6,0,1,1,0,2,1,0.3,0.3,0.4,0.7,5,22,1,0.13,534,75,274,231,36,397,448,10,1.32,2,0,12,8,18,9,21,29
2363,Jhon Solis,co COL,MF,Girona,es La Liga,2004,13,2,418,4.6,1,0,1,0,2,0,0.6,0.6,0.1,0.7,6,26,11,0,299,9,59,185,58,220,243,6,1.29,0,1,8,4,12,4,12,6
2364,Yann Sommer,ch SUI,GK,Inter,it Serie A,1988,25,25,2250,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,976,776,974,2,0,833,938,5,0.2,0,1,0,0,0,0,0,6
2365,David Soria,es ESP,GK,Getafe,es La Liga,1993,26,26,2340,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749,610,735,14,0,354,689,5,0.19,0,2,4,4,0,1,5,12
2366,Juan Soriano,es ESP,GK,Leganés,es La Liga,1997,6,6,540,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,199,173,199,0,0,98,185,0,0,0,0,1,1,0,0,1,2
2367,Borna Sosa,hr CRO,DF,Torino,it Serie A,1998,19,14,1181,13.1,0,0,0,0,0,0,0.3,0.3,0.7,1,13,51,49,0,781,29,222,372,193,546,686,24,1.83,1,0,26,19,13,14,40,33
2368,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,1999,14,1,241,2.7,1,0,1,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0,124,4,28,35,64,54,79,12,4.46,0,0,4,2,7,3,7,4
2369,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,2003,17,11,971,10.8,0,0,0,0,4,0,0.1,0.1,1.3,1.4,15,67,29,0,891,13,148,574,179,708,830,30,2.78,0,1,22,13,8,4,26,6
2370,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,1990,22,16,1316,14.6,1,1,2,0,2,0,3.6,3.6,1.3,4.9,36,87,132,0.07,869,17,70,396,411,537,728,40,2.74,3,0,14,9,10,8,22,21
2371,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,1999,18,8,833,9.3,1,1,2,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,356,2,35,118,217,196,278,35,3.78,4,0,5,4,1,4,9,3
2372,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,1999,2,1,66,0.7,0,0,0,0,0,0,0.2,0.2,0.3,0.4,8,0,9,0,35,0,3,9,23,22,30,4,5.45,0,0,0,0,0,0,0,0
2373,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,1995,25,22,1929,21.4,6,1,7,0,8,0,4.4,4.4,1,5.4,4,61,53,0.05,974,94,262,489,227,555,748,41,1.91,3,1,31,15,30,13,44,64
2374,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,2003,16,11,879,9.8,2,1,3,0,2,0,1.8,1.8,2,3.8,47,41,94,0.1,666,8,62,243,367,422,510,48,4.91,3,0,11,7,15,4,15,9
2375,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,1999,20,16,1435,15.9,0,0,0,0,8,0,0.2,0.2,0.3,0.5,25,69,20,0,986,44,262,608,127,733,847,28,1.76,3,2,28,14,11,20,48,18
2376,Issa Soumaré,sn SEN,"MF,FW",Le Havre,fr Ligue 1,2000,19,12,1121,12.5,3,2,5,0,0,0,2.5,2.5,1.4,3.8,29,25,85,0.16,484,17,76,209,216,190,313,25,2.01,4,0,14,9,8,6,20,19
2377,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,1997,21,16,1401,15.6,1,1,2,0,4,0,1.9,1.9,0.6,2.5,16,78,33,0.06,824,18,175,516,140,607,691,41,2.63,3,0,14,7,11,15,29,15
2378,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,2002,12,11,1018,11.3,0,1,1,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.09,735,112,476,245,16,577,636,6,0.53,1,2,9,5,15,15,24,37
2379,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,2002,6,6,540,6,0,0,0,0,0,0,0.1,0.1,0.4,0.6,2,13,0,0,348,72,190,152,7,228,280,7,1.17,0,1,13,9,10,8,21,29
2380,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,2000,14,9,884,9.8,1,1,2,0,3,1,0.3,0.3,1.5,1.7,31,51,44,0.1,764,42,261,345,167,544,632,17,1.73,3,1,29,24,17,10,39,28
2381,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,1993,18,9,808,9,1,1,2,0,1,0,0.3,0.3,2.2,2.4,50,45,48,0.11,591,23,144,252,202,405,499,23,2.56,2,1,9,7,6,3,12,20
2382,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,1998,21,20,1784,19.8,1,1,2,0,5,0,1.3,1.3,1.1,2.4,21,107,27,0.05,1361,107,421,747,203,922,1107,40,2.02,3,1,48,35,32,28,76,69
2383,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,1996,18,16,1366,15.2,7,4,11,0,5,0,4.9,4.9,2.1,7.1,18,62,56,0.26,820,26,206,417,202,494,640,35,2.3,9,1,28,19,28,17,45,27
2384,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,2000,4,0,89,1,0,0,0,0,0,0,0,0,0.1,0.1,2,3,4,0,74,8,28,28,19,46,54,4,4.04,2,0,4,4,3,1,5,7
2385,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,2002,16,16,1367,15.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,566,487,561,5,0,372,513,1,0.07,0,2,0,0,0,0,0,11
2386,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,1995,23,21,1896,21.1,1,0,1,0,5,0,0.5,0.5,0.2,0.7,6,51,1,0,1549,234,826,701,28,1244,1333,14,0.66,1,2,31,13,27,26,57,107
2388,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,1995,18,17,1386,15.4,0,1,1,0,4,1,0.5,0.5,0.1,0.6,6,38,2,0.06,1050,113,559,455,37,750,873,5,0.32,1,1,24,15,30,22,46,76
2389,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,2004,21,16,1284,14.3,5,4,9,0,3,0,4.4,4.4,2.7,7.1,18,22,109,0.28,464,6,26,194,247,251,342,25,1.75,8,0,11,9,9,2,13,5
2390,Jason Steele,eng ENG,GK,Brighton,eng Premier League,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,107,114,0,0,101,112,0,0,0,0,0,0,0,0,0,1
2391,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,2004,18,7,703,7.8,3,0,3,0,0,0,4.7,4.7,0.2,4.9,4,8,42,0,225,7,20,101,105,86,156,8,1.03,0,0,6,6,10,2,8,8
2392,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,1996,4,2,131,1.5,0,0,0,0,0,0,0.1,0.1,0,0.1,1,6,6,0,120,5,38,52,31,86,105,3,2.06,0,0,1,0,4,0,1,4
2393,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,1994,11,10,803,8.9,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0,695,70,282,342,75,579,623,10,1.12,0,2,15,10,8,5,20,33
2394,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,2002,7,6,480,5.3,0,1,1,0,0,0,0.1,0.1,0,0.1,4,23,11,0.19,364,17,101,181,85,246,300,5,0.94,2,0,21,12,10,6,27,16
2395,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,1994,12,4,310,3.4,0,1,1,0,1,0,1,1,0.3,1.3,18,14,57,0.29,186,1,3,38,147,106,139,12,3.48,1,0,6,4,2,1,7,2
2396,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,2007,2,0,24,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,10,2,7,8,1,3.75,0,0,0,0,0,0,0,0
2397,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
2398,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,1996,4,1,132,1.5,0,0,0,0,1,0,0.1,0.1,0,0.1,1,1,5,0,61,5,13,30,18,36,45,2,1.36,0,0,0,0,3,0,0,4
2399,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,2001,24,23,2096,23.3,1,5,6,0,4,0,1,1,4.7,5.8,28,216,49,0.21,2085,54,378,1295,420,1666,1906,83,3.56,6,4,41,22,21,20,61,35
2400,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,1993,23,13,1233,13.7,2,3,5,1,2,0,2.4,1.6,5.1,6.7,33,99,84,0.22,1088,20,139,551,399,714,933,95,6.93,6,2,31,16,19,9,40,21
2401,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,1993,16,6,699,7.8,0,1,1,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.13,304,6,39,135,135,132,214,28,3.6,2,0,14,9,2,1,15,7
2402,Petar Stojanović,si SVN,MF,Empoli,it Serie A,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0
2403,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,2000,6,6,540,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,241,179,236,6,0,152,224,0,0,0,0,2,1,0,0,2,5
2404,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,1994,11,6,548,6.1,2,0,2,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0,442,40,142,234,68,367,403,8,1.31,2,1,6,2,5,4,10,19
2405,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,2000,25,22,1904,21.2,7,2,9,0,2,0,6.3,6.3,1.6,8,11,19,70,0.09,502,28,68,240,195,190,306,29,1.37,3,0,8,5,16,4,12,21
2406,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,1997,26,25,1987,22.1,3,3,6,0,3,0,3,3,2.8,5.7,49,83,118,0.14,1110,22,164,453,503,639,850,85,3.85,3,0,47,35,21,9,56,21
2407,Cristhian Stuani,uy URU,FW,Girona,es La Liga,1986,20,1,513,5.7,4,2,6,2,2,0,5,3.5,0.3,3.8,1,4,18,0.35,126,5,15,49,62,52,74,10,1.76,3,0,4,4,3,4,8,5
2408,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,1993,22,22,1822,20.2,0,0,0,0,10,0,0.1,0.1,0.1,0.2,1,34,1,0,1202,193,684,486,35,879,1018,11,0.54,2,1,31,17,30,7,38,82
2409,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,1994,13,4,360,4,1,1,2,0,0,0,0.8,0.8,0.5,1.3,12,16,19,0.25,186,1,29,78,79,106,146,16,4,2,0,5,4,2,1,6,1
2410,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,1997,22,16,1535,17.1,0,5,5,0,0,0,0.7,0.7,3.1,3.8,33,76,76,0.29,1061,41,276,481,318,707,881,61,3.58,9,1,46,29,23,25,71,33
2411,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,2002,19,17,1416,15.7,1,1,2,0,2,0,2.7,2.7,1.6,4.3,26,68,40,0.06,855,13,107,480,279,569,690,43,2.73,5,1,21,15,21,12,33,12
2412,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,2000,24,14,1344,14.9,1,1,2,0,4,0,0.4,0.4,2.2,2.6,29,63,66,0.07,934,61,288,368,282,631,785,37,2.48,1,3,26,15,17,10,36,43
2413,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,1995,8,6,551,6.1,0,0,0,0,1,0,0.5,0.5,0,0.5,6,31,6,0,602,68,272,304,27,514,552,7,1.14,0,1,7,6,4,1,8,29
2414,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,2003,5,1,122,1.4,0,0,0,0,1,0,0,0,0,0,0,6,1,0,123,1,14,90,19,98,111,0,0,0,0,5,2,1,0,5,1
2415,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,2002,15,6,570,6.3,1,0,1,0,0,0,0.8,0.8,0.3,1.2,27,10,42,0,256,7,34,83,144,124,160,17,2.68,2,0,12,10,5,3,15,2
2416,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,2001,19,7,786,8.7,1,1,2,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,372,9,47,147,181,194,254,35,4.01,1,0,13,7,13,0,13,7
2417,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,2002,24,21,1685,18.7,0,0,0,0,5,1,1.5,1.5,1.7,3.3,28,75,66,0,666,13,112,318,257,329,442,68,3.63,2,1,43,29,24,15,58,11
2418,Suso,es ESP,"FW,MF",Sevilla,es La Liga,1993,9,0,180,2,0,0,0,0,1,0,0.2,0.2,0.4,0.6,7,14,17,0,154,0,16,64,78,100,126,16,8,0,0,2,1,0,0,2,0
2419,Zion Suzuki,jp JPN,GK,Parma,it Serie A,2002,26,26,2324,25.8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1123,919,1117,7,0,705,1044,4,0.15,0,4,1,0,0,0,1,20
2420,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,1999,17,12,1024,11.4,3,1,4,0,4,0,3.6,3.6,1.5,5.1,4,26,32,0.09,424,25,99,196,135,205,297,22,1.94,5,0,19,10,11,11,30,24
2421,Daniel Svensson,se SWE,DF,Dortmund,de Bundesliga,2002,4,1,134,1.5,0,0,0,0,0,0,0,0,0,0,5,12,7,0,110,4,24,54,32,75,95,1,0.67,0,0,3,2,3,1,4,5
2422,Marin Šverko,hr CRO,DF,Venezia,it Serie A,1998,15,11,1041,11.6,1,0,1,0,3,0,0.3,0.3,0.3,0.7,8,37,1,0,682,85,318,323,49,479,581,13,1.12,1,3,17,6,9,16,33,42
2423,Mile Svilar,rs SRB,GK,Roma,it Serie A,1999,27,27,2430,27,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1080,870,1074,5,1,816,1031,4,0.15,0,2,0,0,0,0,0,6
2424,Michael Svoboda,at AUT,DF,Venezia,it Serie A,1998,16,15,1314,14.6,1,0,1,0,1,0,0.2,0.2,0.6,0.8,13,43,5,0,984,147,476,454,59,703,829,16,1.1,0,2,26,14,19,22,48,66
2425,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,2004,24,12,1052,11.7,3,3,6,0,1,0,4.3,4.3,2,6.3,26,23,98,0.26,458,2,40,182,240,218,301,26,2.22,5,1,16,12,10,3,19,8
2426,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,2002,16,9,830,9.2,1,0,1,0,2,1,0.4,0.4,0,0.4,0,18,2,0,703,132,456,226,23,526,594,3,0.33,1,0,25,13,16,10,35,47
2427,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,1994,15,13,912,10.1,1,0,1,0,2,0,1.7,1.7,0.3,2,26,41,34,0,548,40,153,278,124,342,447,16,1.58,2,1,22,7,12,9,31,29
2428,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,1994,19,12,1040,11.6,3,1,4,2,2,0,3.5,1.9,1.4,3.3,12,13,34,0.09,266,9,23,136,109,111,177,13,1.13,4,1,3,1,5,1,4,10
2429,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,167,208,4,0,177,200,0,0,0,0,1,1,0,0,1,5
2430,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,1995,19,13,979,10.9,4,0,4,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0,309,17,80,119,116,144,194,9,0.83,0,0,15,9,10,6,21,14
2431,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,2000,26,21,1908,21.2,5,3,8,0,6,0,6.6,6.6,4.6,11.2,61,99,102,0.14,1224,17,157,599,486,860,1017,91,4.29,12,1,29,19,33,9,38,12
2432,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,1995,23,9,969,10.8,9,2,11,0,2,0,7.9,7.9,1.5,9.3,19,20,50,0.19,397,21,37,186,178,153,245,23,2.14,5,0,5,1,4,1,6,20
2433,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,1997,15,12,1116,12.4,2,1,3,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.08,470,1,34,191,259,235,304,35,2.82,5,2,14,10,2,3,17,3
2434,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,1997,4,3,267,3,0,0,0,0,0,0,1.3,1.3,0.6,1.9,11,2,13,0,89,1,5,30,54,52,61,13,4.4,0,0,2,0,3,0,2,0
2435,Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,1994,13,2,387,4.3,1,1,2,0,0,0,2.1,2.1,0.5,2.7,2,5,19,0.23,151,10,15,65,72,61,98,6,1.4,1,0,1,1,2,1,2,9
